Pr_id,Pr_type,Sha,Labeler 1,Labeler 2,Final_label,Pr_state
2850852315,fix,ba66910fbda6aea4b433d9633f60a0c38f830144,Feature Completion or Extension,Feature Completion or Extension,Feature Completion or Extension,Closed
2850852315,fix,bcd90e26b01d1838c686c106d4fb680561f82154,Functional Correctness Repair,Other,Functional Correctness Repair,Closed
2850852315,fix,e2ce65fc5b9cf1f0ab3495e74b1d102ddfacedf3,Functional Correctness Repair,Other,Functional Correctness Repair,Closed
2850852315,fix,ec050e5d33bfb578a3bf92d026da60a9b3548c7d,Code Cleanup,Code Cleanup,Code Cleanup,Closed
2852623041,feat,976e9732efd9964f8f9b6345abfa41fc5a16e547,Project Integration and Environment Maintenance,Project Integration and Environment Maintenance,Project Integration and Environment Maintenance,Closed
2876006908,feat,105f4e4e447383cf6a0188424c8593b2d090398d,Code Convention Conformance,Code Convention Conformance,Code Convention Conformance,Closed
2876006908,feat,58bf18e193b3ad02a586151f0f432282015d490e,Code Convention Conformance,Code Convention Conformance,Code Convention Conformance,Closed
2881667376,refactor,006686c88a9ad512c21cbcea55f21c8be52c0d94,Code Cleanup,Other,Code Cleanup,Closed
2881667376,refactor,13c007744099fa40addfe0a81f9c730232c9af14,Functional Correctness Repair,Other,Functional Correctness Repair,Closed
2881667376,refactor,1a76f666e5d3a2c1476bce47730f7de07462a3ec,Code Cleanup,Other,Code Cleanup,Closed
2881667376,refactor,33963d9f88be614b788060246e914a1a1b5864e0,Code Cleanup,Code Cleanup,Code Cleanup,Closed
2881667376,refactor,362a847fa44b4b8bde57f045c6a13c5b013f8515,Code Cleanup,Code Cleanup,Code Cleanup,Closed
2881667376,refactor,4afb6a85f50ef92389b34656a3f3b3c60cd21030,Feature Completion or Extension,Other,Feature Completion or Extension,Closed
2881667376,refactor,5d674932a1a8ece2c3a39f8fd73aa982862e3b49,Code Cleanup,Code Cleanup,Code Cleanup,Closed
2881667376,refactor,7999b279f2a1a6753831ae784b2af36f74fb5eac,Structural Refactoring,Structural Refactoring,Structural Refactoring,Closed
2881667376,refactor,7e733b1741615f80e999dbf84259da149bf2bf59,Project Integration and Environment Maintenance,Project Integration and Environment Maintenance,Project Integration and Environment Maintenance,Closed
2881667376,refactor,af0eb9c1f9ce13bcd9cf52c4cdbdaa2d5a9409f0,Code Cleanup,Code Cleanup,Code Cleanup,Closed
2881667376,refactor,dd6f547f55908746b2101f8de46457e3428ed704,Rollback or Reversion,Other,Rollback or Reversion,Closed
2881667376,refactor,e53f5f2d2cb937b1cc21782ce89a0e4e74a39de6,Feature Completion or Extension,Feature Completion or Extension,Feature Completion or Extension,Closed
3047718524,feat,0408dd8be335ee28a81fe3d76805a76705aa9f06,Project Integration and Environment Maintenance,Other,Project Integration and Environment Maintenance,Closed
3047718524,feat,113525c851c91781839a4ac337746167deed3b20,Version-Control Conflict Resolution,Version-Control Conflict Resolution,Version-Control Conflict Resolution,Closed
3047718524,feat,25c142b3d81192b17df65d1e2b5ab38e2792393d,Structural Refactoring,Code Cleanup,Code Cleanup,Closed
3047718524,feat,25f1fada3fc29ad0f3d7c2ac0cfebad418f54427,Project Integration and Environment Maintenance,User-Facing Interface and Interaction Refinement,Project Integration and Environment Maintenance,Closed
3047718524,feat,4358951f7e6c2337d5c08a0c40d6b38cafaaba4f,Code Convention Conformance,Code Convention Conformance,Code Convention Conformance,Closed
3047718524,feat,4675c58fd03df38d90529e57f90e4a9104613904,Code Convention Conformance,Code Convention Conformance,Code Convention Conformance,Closed
3047718524,feat,4fdca81ee0ce28abc57c7ec3ae4e241fa1eeb4eb,Structural Refactoring,User-Facing Interface and Interaction Refinement,Structural Refactoring,Closed
3047718524,feat,5715a545376dfe0475eb7b93fd2ac687d2641097,Feature Completion or Extension,User-Facing Interface and Interaction Refinement,Feature Completion or Extension,Closed
3047718524,feat,67248a304b7fa193487a17dc023b05da17e9ced3,Project Integration and Environment Maintenance,Project Integration and Environment Maintenance,Project Integration and Environment Maintenance,Closed
3047718524,feat,6bc4cd84e0e84e7cfe4e5226dcb804f8285ef8be,Project Integration and Environment Maintenance,Other,Project Integration and Environment Maintenance,Closed
3047718524,feat,738ba8b63f393e2277b442a719c74f0f0b91a400,Project Integration and Environment Maintenance,Feature Completion or Extension,Project Integration and Environment Maintenance,Closed
3047718524,feat,78b52548c95409da3cfab3f5bbc8df7984497d9c,Project Integration and Environment Maintenance,Project Integration and Environment Maintenance,Project Integration and Environment Maintenance,Closed
3047718524,feat,874a083ddc21dc6ef426c96f2495e557787ea670,Project Integration and Environment Maintenance,Project Integration and Environment Maintenance,Project Integration and Environment Maintenance,Closed
3047718524,feat,8cd331bbe763d20d99be6b5ae2db59fa56851eaa,Project Integration and Environment Maintenance,Functional Correctness Repair,Project Integration and Environment Maintenance,Closed
3047718524,feat,90298ad798e97879110faaf55be0cd1ab8c06fa1,Version-Control Conflict Resolution,Version-Control Conflict Resolution,Version-Control Conflict Resolution,Closed
3047718524,feat,a2e7f7eea8efcc17d5d79cdeef216f794b95fff5,Project Integration and Environment Maintenance,Project Integration and Environment Maintenance,Project Integration and Environment Maintenance,Closed
3047718524,feat,b0c999eb940a36a2a0d85abf90a810e55c3261fc,Functional Correctness Repair,User-Facing Interface and Interaction Refinement,Functional Correctness Repair,Closed
3047718524,feat,b7b7b9ec10a1b681c7beb0c2cf589706bef2d0dc,Feature Completion or Extension,Project Integration and Environment Maintenance,Feature Completion or Extension,Closed
3047718524,feat,bba429811d646cf303a3b23874e8f66dcaae2cf1,Version-Control Conflict Resolution,Version-Control Conflict Resolution,Version-Control Conflict Resolution,Closed
3047718524,feat,dd9daa5b79cc0218a8bd9f4a0d202db008c05f3a,Project Integration and Environment Maintenance,Code Cleanup,Project Integration and Environment Maintenance,Closed
3084851925,feat,56987729bd569198c62e64a4e1067d1c25af1312,Code Convention Conformance,Test and Validation Adjustment,Code Convention Conformance,Closed
3084851925,feat,8ed74f27c1fb7fac8700cf5d3ee26e73e1eebd15,Code Convention Conformance,User-Facing Interface and Interaction Refinement,Code Convention Conformance,Closed
3085403262,refactor,0a367599d703fb4f043bb77e434b3830bef7c142,Code Convention Conformance,Code Convention Conformance,Code Convention Conformance,Closed
3085403262,refactor,10426b1d1e0ee4a5120a7d696a9301a12f4eddb0,Documentation,Documentation,Documentation,Closed
3085403262,refactor,44af239282e8f368003ee053a67bf08fe01b7187,Functional Correctness Repair,Project Integration and Environment Maintenance,Functional Correctness Repair,Closed
3085403262,refactor,bfb7b0cdde9c2905ca798552e60229fb17655d52,Rollback or Reversion,Rollback or Reversion,Rollback or Reversion,Closed
3085403262,refactor,e562b589c1c8a7a58454f25d81758b5b983964f5,Project Integration and Environment Maintenance,Project Integration and Environment Maintenance,Project Integration and Environment Maintenance,Closed
3088173646,feat,05d0d1bb3710fd5a0ade4fe2d051fb8e0871b173,Documentation,Documentation,Documentation,Closed
3088173646,feat,0ad528f249efe459f2e72cd570e1320d55eec14e,Documentation,Documentation,Documentation,Closed
3088173646,feat,12b10e370f82de8249c7d1f9864f96103faaf111,Structural Refactoring,Structural Refactoring,Structural Refactoring,Closed
3088173646,feat,150b6db14f657ad75ff7c96131c9b07c9c537f06,Feature Completion or Extension,Feature Completion or Extension,Feature Completion or Extension,Closed
3088173646,feat,18f926fc310053a38e1e89989df3f9794b7cf915,Functional Correctness Repair,Functional Correctness Repair,Functional Correctness Repair,Closed
3088173646,feat,20b963fc53c55f21550a211e240068b0329ecca8,Feature Completion or Extension,User-Facing Interface and Interaction Refinement,Feature Completion or Extension,Closed
3088173646,feat,2f9019ac846e8a5ffb4209b626c9709faa8aaf99,Code Cleanup,Code Cleanup,Code Cleanup,Closed
3088173646,feat,32286387334e112ce5edeee808de752b8e6cf36a,Code Cleanup,Code Cleanup,Code Cleanup,Closed
3088173646,feat,3929d8728731d5821b0de51e82126f3db5a5142a,Structural Refactoring,Structural Refactoring,Structural Refactoring,Closed
3088173646,feat,39991bea842a7dd868d66abddf1d7197e9376a89,Project Integration and Environment Maintenance,Project Integration and Environment Maintenance,Project Integration and Environment Maintenance,Closed
3088173646,feat,44c5ddb1f7817715493f8c79c77788976ebbb829,User-Facing Interface and Interaction Refinement,User-Facing Interface and Interaction Refinement,User-Facing Interface and Interaction Refinement,Closed
3088173646,feat,46fc29a608afa3a421fc2ddcd676595b18166f48,Feature Completion or Extension,Feature Completion or Extension,Feature Completion or Extension,Closed
3088173646,feat,4a4e6d4b73d39211d09140e6e12ca3352d3a2347,Feature Completion or Extension,Other,Feature Completion or Extension,Closed
3088173646,feat,5cb9fcafc5f91f248fabe7d8276778b88a4d9f70,Project Integration and Environment Maintenance,Feature Completion or Extension,Project Integration and Environment Maintenance,Closed
3088173646,feat,63ba809af629a8df4f0450255adf6d3957b12941,User-Facing Interface and Interaction Refinement,User-Facing Interface and Interaction Refinement,User-Facing Interface and Interaction Refinement,Closed
3088173646,feat,6a9b9c3e2a8a14e781655ed9bfb08702c79377b1,Documentation,Documentation,Documentation,Closed
3088173646,feat,87d6f93271ef7195f0a7598828abcdae8781bb58,Structural Refactoring,Code Cleanup,Structural Refactoring,Closed
3088173646,feat,a3561b42fdd1a133774267aeeebbbd8f6cb2b1ce,Feature Completion or Extension,Structural Refactoring,Structural Refactoring,Closed
3088173646,feat,ad418d91fd7a4de1c8b3900f3b43ec688b5ee76d,Documentation,Documentation,Documentation,Closed
3088173646,feat,af6063b74dc785e8877ca806c99263ccc2f37356,Code Convention Conformance,Functional Correctness Repair,Code Convention Conformance,Closed
3088173646,feat,c061ed900c54f596e2b6d24078a2ed037b6afc72,User-Facing Interface and Interaction Refinement,Feature Completion or Extension,Feature Completion or Extension,Closed
3088173646,feat,e9a695b001be486a03d4fd1067c56b21d3cbd07a,Documentation,Documentation,Documentation,Closed
3088173646,feat,ed74f879ed064c411b51a59d401ebd0af76a4bef,Code Cleanup,Code Cleanup,Code Cleanup,Closed
3088173646,feat,fcf62e4c9e42a2751a61846fef0eb2ab6119bbab,Functional Correctness Repair,Functional Correctness Repair,Functional Correctness Repair,Closed
3088173646,feat,fdb9730af395527482c0fa9fd3dbe382557833cb,Project Integration and Environment Maintenance,Feature Completion or Extension,Project Integration and Environment Maintenance,Closed
3090515437,feat,2d6cf566acfb4ad854ff365bbfeb5b7bf285a5c6,User-Facing Interface and Interaction Refinement,User-Facing Interface and Interaction Refinement,User-Facing Interface and Interaction Refinement,Closed
3090574134,feat,4f95aaa5dd84e2ebd73ce78ad7e31b6835a947fb,User-Facing Interface and Interaction Refinement,Code Convention Conformance,Code Convention Conformance,Closed
3091245303,feat,146d3f421b039d244e1b8af9bd612dc8465d5994,Functional Correctness Repair,Functional Correctness Repair,Functional Correctness Repair,Closed
3091245303,feat,2c79e60ef83a2632ec333d5ab4945edce1d55c27,Feature Completion or Extension,Feature Completion or Extension,Feature Completion or Extension,Closed
3091245303,feat,30bb48808fd97abf9bd7c90fafa353731d6e4e72,Feature Completion or Extension,Feature Completion or Extension,Feature Completion or Extension,Closed
3091245303,feat,39278f8da3f72d99eb53d987c5ace48ea71bea7c,Feature Completion or Extension,Feature Completion or Extension,Feature Completion or Extension,Closed
3091245303,feat,3a066b74340b7535952d5e8d80dbcd8f71018960,Feature Completion or Extension,Feature Completion or Extension,Feature Completion or Extension,Closed
3091245303,feat,3bd3b845198a80ae7f811bc3ee8af1a9b352a405,Feature Completion or Extension,Feature Completion or Extension,Feature Completion or Extension,Closed
3091245303,feat,3e45fae2e64cdabe5ce3cff26ca259163f1126aa,Feature Completion or Extension,Structural Refactoring,Feature Completion or Extension,Closed
3091245303,feat,4a00ea7cd08aef7cd8516b00cdaff02706f56a82,Feature Completion or Extension,User-Facing Interface and Interaction Refinement,Feature Completion or Extension,Closed
3091245303,feat,562f6f40cc0251e22915dd8d6598c932f3b0e372,Functional Correctness Repair,Functional Correctness Repair,Functional Correctness Repair,Closed
3091245303,feat,5a26f23c9a5f7edf437740b5b09968beee458368,Feature Completion or Extension,Other,Feature Completion or Extension,Closed
3091245303,feat,5c8e05982d59d2395da4d8b3b9700c92c50e7c5b,User-Facing Interface and Interaction Refinement,User-Facing Interface and Interaction Refinement,User-Facing Interface and Interaction Refinement,Closed
3091245303,feat,5cb05dd125bec713c8b038ccf1ea70fac0356eaf,Functional Correctness Repair,Structural Refactoring,Functional Correctness Repair,Closed
3091245303,feat,6c0a0e609cdfd19dd4640cb8cb787f61437d5727,Feature Completion or Extension,Feature Completion or Extension,Feature Completion or Extension,Closed
3091245303,feat,725faa696ebbe90fc3fe188ef8bc79f57f6d59e3,Feature Completion or Extension,Feature Completion or Extension,Feature Completion or Extension,Closed
3091245303,feat,73d1a9d248148bc0bffc0abaafe7169635792363,Functional Correctness Repair,Functional Correctness Repair,Functional Correctness Repair,Closed
3091245303,feat,7d7626f8f329fa27c8a228ee3d149bc8e24cc795,Feature Completion or Extension,Feature Completion or Extension,Feature Completion or Extension,Closed
3091245303,feat,a6216502049b5020df40ef2e76056877efef37e5,User-Facing Interface and Interaction Refinement,User-Facing Interface and Interaction Refinement,User-Facing Interface and Interaction Refinement,Closed
3091245303,feat,d4131964a35a3e813a5e7b68d012ead315ca7fb4,Feature Completion or Extension,Feature Completion or Extension,Feature Completion or Extension,Closed
3091245303,feat,eaf2bd8b4678286ab889a17bebb442c7cdbc09a2,User-Facing Interface and Interaction Refinement,User-Facing Interface and Interaction Refinement,User-Facing Interface and Interaction Refinement,Closed
3091245303,feat,f1dd171237297310c1509328f7bb49f0f65e42cc,Feature Completion or Extension,Feature Completion or Extension,Feature Completion or Extension,Closed
3091245303,feat,f469abbd435410c754b5cb788b189f1021d2f1f3,Feature Completion or Extension,Feature Completion or Extension,Feature Completion or Extension,Closed
3091750708,feat,224ba1fb697d8f151ee6cf12b19d0e3e331c4236,Test and Validation Adjustment,Test and Validation Adjustment,Test and Validation Adjustment,Closed
3091750708,feat,88721788e9d10c89e01396ce004fafcb1af80d61,Test and Validation Adjustment,Test and Validation Adjustment,Test and Validation Adjustment,Closed
3091750708,feat,e0cd41e9f9548d9b419b47b37b2c378768ee0b87,Functional Correctness Repair,Other,Functional Correctness Repair,Closed
3095400567,refactor,93105ce8d192f13d3502a16f1edb412df08f6fb2,Functional Correctness Repair,Project Integration and Environment Maintenance,Project Integration and Environment Maintenance,Closed
3095400567,refactor,bd279fdba0c69ea942bad594ed85251f1be4a495,Functional Correctness Repair,Project Integration and Environment Maintenance,Project Integration and Environment Maintenance,Closed
3098089485,fix,f2cd40751c436fdb623ecca942660ba754991d53,Other,Other,Other,Closed
3102876964,fix,5061f619da0a023267274323f4128e0e256a10af,Functional Correctness Repair,Other,Functional Correctness Repair,Closed
3102876964,fix,75be9b954f9a8cfb3e2782e56961540a627560cc,Code Cleanup,Test and Validation Adjustment,Code Cleanup,Closed
3105305807,test,c654b64d23101a4d6b816b93767a1b52f146def1,Test and Validation Adjustment,Functional Correctness Repair,Test and Validation Adjustment,Closed
3118432145,feat,ee7c711bde87e099cc12b2ef2219c12a8ec4aa01,User-Facing Interface and Interaction Refinement,User-Facing Interface and Interaction Refinement,User-Facing Interface and Interaction Refinement,Closed
3118854425,test,55d9646df096364bd283e10c9bc4a1cac9420454,Documentation,Documentation,Documentation,Closed
3118854425,test,db00a859d668062cbc6193f8cad421600a2fbcc6,Structural Refactoring,Structural Refactoring,Structural Refactoring,Closed
3119354820,fix,01aba37bf908629d35fa4c07b3eb4bc8a2b80a5c,Test and Validation Adjustment,Other,Test and Validation Adjustment,Closed
3119354820,fix,02e22ad03428d6d2ad73de91d4bbd909800544f4,Structural Refactoring,Code Convention Conformance,Structural Refactoring,Closed
3119354820,fix,331d55ea9ed3aa982fc4451d75c6a2d44ae07866,Code Convention Conformance,Other,Code Convention Conformance,Closed
3119354820,fix,47972265397bb7a4fc532e8d7068b443defbfa71,Test and Validation Adjustment,Test and Validation Adjustment,Test and Validation Adjustment,Closed
3119354820,fix,49c9ea80f5ec9a19e18654284d7aad244155cf50,Functional Correctness Repair,Test and Validation Adjustment,Test and Validation Adjustment,Closed
3119354820,fix,87952991ca717c5b388530b3e5ba01d3dd407a00,Project Integration and Environment Maintenance,Other,Project Integration and Environment Maintenance,Closed
3119354820,fix,8e2ca54915b2bb27b080f766fbafaa0cd69bb192,Feature Completion or Extension,Other,Feature Completion or Extension,Closed
3119354820,fix,9942ce6950d80fc1f587f5137ac1ac3f6f8b4d34,Test and Validation Adjustment,Test and Validation Adjustment,Test and Validation Adjustment,Closed
3119354820,fix,c7732a5672b4911f0107ca000b323b06331cafb4,Test and Validation Adjustment,Test and Validation Adjustment,Test and Validation Adjustment,Closed
3119354820,fix,d2d56417f7dc3e142b38dc6b4fee7e6351fd7127,Test and Validation Adjustment,Other,Test and Validation Adjustment,Closed
3119354820,fix,db9b58ccd51fd209b4ff71a109c10eb6755c82b9,Project Integration and Environment Maintenance,Other,Project Integration and Environment Maintenance,Closed
3119354820,fix,edcddc5e3b1b2bc662226750f395db9911485362,Test and Validation Adjustment,Other,Test and Validation Adjustment,Closed
3119354820,fix,f2871787ce3f825e5e7582acafc95746624e6663,Test and Validation Adjustment,Test and Validation Adjustment,Test and Validation Adjustment,Closed
2959039420,feat,14f4ed336291efcef64a03a9d82de769c924151b,Test and Validation Adjustment,Other,Test and Validation Adjustment,Closed
2959039420,feat,6da703cc8f97df41bc3e603a8f5ad08a25f89c97,Test and Validation Adjustment,Other,Test and Validation Adjustment,Closed
2959039420,feat,d9078c19af38bea206c7b60249c01348cdb52fe2,Functional Correctness Repair,Other,Functional Correctness Repair,Closed
2959039420,feat,e427d1dfe7af6341cb91f78eecca37401bfdc858,Test and Validation Adjustment,Other,Test and Validation Adjustment,Closed
2959068895,feat,46cd3603d5da34d421424a48b36f0a138aedb964,Functional Correctness Repair,Code Convention Conformance,Functional Correctness Repair,Closed
2959068895,feat,4c68047265e683bb0acabb9ec8090b1220424cba,Feature Completion or Extension,Other,Feature Completion or Extension,Closed
2959068895,feat,598af6edb03b2f37eaa5b2679afc15060238f2e7,Feature Completion or Extension,Other,Feature Completion or Extension,Closed
2959068895,feat,6755085dbb2c3ecbe74cf848012e5a410822e83c,Feature Completion or Extension,Feature Completion or Extension,Feature Completion or Extension,Closed
2959068895,feat,88a8895559315f0c51c37b2685d680ebd270e8db,Project Integration and Environment Maintenance,Project Integration and Environment Maintenance,Project Integration and Environment Maintenance,Closed
2959068895,feat,8e0cbbabcc4ba3a5a846825ff1fa756486737d98,Structural Refactoring,Structural Refactoring,Structural Refactoring,Closed
2959068895,feat,9b788123451fc1bd1f28772d961303c25bfd2977,Documentation,Feature Completion or Extension,Documentation,Closed
2959068895,feat,a343634ade3b0283ac1e6830e30857f7813c02cc,Functional Correctness Repair,Other,Functional Correctness Repair,Closed
2959068895,feat,a7b925c79242ae06f0db5e7552f641afbdaf643b,Structural Refactoring,Structural Refactoring,Structural Refactoring,Closed
2959068895,feat,f2f48fb2ce5d78b3bbf2cc5a2f0525a80bb5afef,Test and Validation Adjustment,Test and Validation Adjustment,Test and Validation Adjustment,Closed
2961852805,test,7de374f7ccbeb9511d1d4550579732ae273b4dd4,Test and Validation Adjustment,Other,Test and Validation Adjustment,Closed
2961852805,test,ab4ae8f85e4dc8fae1feeab1e919795f6e76bb17,Test and Validation Adjustment,Test and Validation Adjustment,Test and Validation Adjustment,Closed
2970244633,fix,65b4445642e922f61ab3e20215db7562d2f2e2d9,Documentation,Documentation,Documentation,Closed
2970244633,fix,692a293c3d32da691c07b14464afcf4910c9655f,Functional Correctness Repair,Functional Correctness Repair,Functional Correctness Repair,Closed
2971334427,fix,a05935cdf64cdfcbe0a9fb70eb1495ed8c221903,User-Facing Interface and Interaction Refinement,User-Facing Interface and Interaction Refinement,User-Facing Interface and Interaction Refinement,Closed
2971914575,refactor,11c0dc6a1a3abab2b5b922c892370d274744a48f,Project Integration and Environment Maintenance,Project Integration and Environment Maintenance,Project Integration and Environment Maintenance,Closed
2971914575,refactor,a12fab96997c25512548214465f2f0c97d7d6c55,Functional Correctness Repair,Functional Correctness Repair,Functional Correctness Repair,Closed
2971914575,refactor,a5e229026a85f975c9337c2016a419698e83c2c5,Functional Correctness Repair,Functional Correctness Repair,Functional Correctness Repair,Closed
2978281013,feat,0cb99ed930286300b7a10d98b0ea78082576ccdb,Code Convention Conformance,Code Convention Conformance,Code Convention Conformance,Closed
2978281013,feat,118e56f5d4a5891ecffcf6ea792e593a54ea2009,Feature Completion or Extension,Feature Completion or Extension,Feature Completion or Extension,Closed
2978281013,feat,7f99655dd0aac69c89769bba7b71c34c9d9e266e,Feature Completion or Extension,Code Convention Conformance,Feature Completion or Extension,Closed
2980792619,fix,543dda84433a9f3e6a133802974fff0c30ee87e0,Code Cleanup,Code Cleanup,Code Cleanup,Closed
2980792619,fix,f96da35bf3b6b0f9822739b97cacb52f154c9047,Code Cleanup,Code Cleanup,Code Cleanup,Closed
2982545758,refactor,211fe16e46e307843db0c75a8b30627c37e38a9b,Functional Correctness Repair,Functional Correctness Repair,Functional Correctness Repair,Closed
2982545758,refactor,643458962b511b01983fb2236ccb7a0d9b1472bc,Code Cleanup,Code Cleanup,Code Cleanup,Closed
2982545758,refactor,6eea3b9bbfb613467cd50299c302e7c4e91ed609,Code Convention Conformance,Code Convention Conformance,Code Convention Conformance,Closed
2982545758,refactor,94d5952b9735667b24ed56d79fcb6b10bd20685d,Test and Validation Adjustment,Test and Validation Adjustment,Test and Validation Adjustment,Closed
2982545758,refactor,bd32e7b9d95070a14025d557d72cb2a3889a8e60,Code Cleanup,Code Cleanup,Code Cleanup,Closed
2982953659,feat,3138378317cc4c8486688f1c31a5218a30028b26,Structural Refactoring,Other,Structural Refactoring,Closed
2982953659,feat,c9274bfd489593cc0769f814a814b6711e4f9d5a,Functional Correctness Repair,Code Cleanup,Functional Correctness Repair,Closed
2983029274,feat,193aee8151e2ba2ae99e41c4a668f294ca7487a2,Functional Correctness Repair,User-Facing Interface and Interaction Refinement,Functional Correctness Repair,Closed
2983029274,feat,4288290cfa241c787c4021fdbdd74bd534376053,Feature Completion or Extension,Feature Completion or Extension,Feature Completion or Extension,Closed
2983029274,feat,5a883bcc4db5a2c6dde6c6aad100e65d167d7aab,User-Facing Interface and Interaction Refinement,Other,User-Facing Interface and Interaction Refinement,Closed
2983029274,feat,63d046944364a5b51a4a5eb26ee4a2cce8c688d6,Test and Validation Adjustment,Test and Validation Adjustment,Test and Validation Adjustment,Closed
2983029274,feat,8a650997bf20d7f7394c418d098827dec4cc63fc,Feature Completion or Extension,Feature Completion or Extension,Feature Completion or Extension,Closed
2983029274,feat,c290354ac9625cd97a002ae7cecfefcf62021ac6,Feature Completion or Extension,Feature Completion or Extension,Feature Completion or Extension,Closed
2983029274,feat,d059bef6ec2ced51ab54abb7ddf118652b6326be,Feature Completion or Extension,Feature Completion or Extension,Feature Completion or Extension,Closed
2984176493,feat,16ecf0cffe73b0cbe378c530ab738d1b2fa0b428,Project Integration and Environment Maintenance,Project Integration and Environment Maintenance,Project Integration and Environment Maintenance,Closed
2984176493,feat,1e25da4e7c0372c7ef31bd2158b2ee695498643a,Project Integration and Environment Maintenance,Project Integration and Environment Maintenance,Project Integration and Environment Maintenance,Closed
2984176493,feat,f32e4dd1c3e7bf91eda94bd631067ba73d4f8a6e,Project Integration and Environment Maintenance,Feature Completion or Extension,Project Integration and Environment Maintenance,Closed
2986941892,feat,71e8bf3e491f0f9e93b824e9894a958e0081aa55,User-Facing Interface and Interaction Refinement,User-Facing Interface and Interaction Refinement,User-Facing Interface and Interaction Refinement,Closed
2986941892,feat,8abc5bf279ae528d5dcfd45e7c2307a5bfab3daf,User-Facing Interface and Interaction Refinement,User-Facing Interface and Interaction Refinement,User-Facing Interface and Interaction Refinement,Closed
2986941892,feat,a927aff3354819f1aee6b065849e50f765f37c0d,User-Facing Interface and Interaction Refinement,User-Facing Interface and Interaction Refinement,User-Facing Interface and Interaction Refinement,Closed
2986941892,feat,d699bfc0609328b71673cc6952ec30029638d188,Code Cleanup,Code Cleanup,Code Cleanup,Closed
2987852048,refactor,be06e2dbc0a0a4c4908415d7fa325d5e5667966e,Functional Correctness Repair,Functional Correctness Repair,Functional Correctness Repair,Closed
2988391985,refactor,a7f3d98da64995bd23e1ea32472b38518c1af36e,Documentation,Documentation,Documentation,Closed
2990448084,fix,034d0d941c6c32e4863f04cee9c7563d89cf8825,Feature Completion or Extension,Feature Completion or Extension,Feature Completion or Extension,Closed
2990448084,fix,6c996973e3dadfbf6de34dab99121e471c86ee9c,Functional Correctness Repair,Code Cleanup,Code Cleanup,Closed
2994623443,feat,50bd1d60a441910663997c2049f083819a999ce7,Code Convention Conformance,Other,Code Convention Conformance,Closed
2994623443,feat,5c5b30a9850676b5609cd693b489ca7c795da7d4,Functional Correctness Repair,Documentation,Functional Correctness Repair,Closed
3002304521,feat,156211861b7049f452c00aceed4dd7d0562900f4,Code Cleanup,Code Cleanup,Code Cleanup,Closed
3002304521,feat,682e2049f7c1072d26b66bc2a798bd4eeb427a4a,Functional Correctness Repair,Other,Functional Correctness Repair,Closed
3002304521,feat,7a9a388c8719a1732ec63333b937b1d164c6ad0d,Test and Validation Adjustment,Test and Validation Adjustment,Test and Validation Adjustment,Closed
3002304521,feat,c9de13f36df6c668d601c85a35378dd4a5d7f7a1,Code Cleanup,Code Cleanup,Code Cleanup,Closed
3003414156,feat,3e05c3ea0498a2cad5a69006033ccbb724ffb547,Project Integration and Environment Maintenance,Rollback or Reversion,Rollback or Reversion,Closed
3017667755,fix,6669b8683f336a3625d6aec5852ddaa7c1f23acb,Functional Correctness Repair,Functional Correctness Repair,Functional Correctness Repair,Closed
3017667755,fix,a86ed145e2cc96806f8abf0c5f07d4252cd64d60,Functional Correctness Repair,Functional Correctness Repair,Functional Correctness Repair,Closed
3022955231,feat,1e5e8977cd22caaf10677da04b0c29451d363dad,Functional Correctness Repair,Functional Correctness Repair,Functional Correctness Repair,Closed
3023613188,fix,6669b8683f336a3625d6aec5852ddaa7c1f23acb,Functional Correctness Repair,Functional Correctness Repair,Functional Correctness Repair,Closed
3023613188,fix,a86ed145e2cc96806f8abf0c5f07d4252cd64d60,Functional Correctness Repair,Functional Correctness Repair,Functional Correctness Repair,Closed
3030073254,fix,656c20f3ddc901befd0659a4b5d6e0d0ee5bd966,Project Integration and Environment Maintenance,Other,Project Integration and Environment Maintenance,Closed
3033233392,test,555012391addcd076777a552a6c5d2d12b358efb,Project Integration and Environment Maintenance,Test and Validation Adjustment,Project Integration and Environment Maintenance,Closed
3036425780,feat,6171ec6751ebcfcbb58ff6e20f99368653efbd50,Functional Correctness Repair,Functional Correctness Repair,Functional Correctness Repair,Closed
3039633986,feat,bf553547709fcbf7d572e89eb2c7c888c74b69bf,Functional Correctness Repair,Functional Correctness Repair,Functional Correctness Repair,Closed
3040980236,feat,9e1c7742ec58fafc66518960e0f3f7998049d069,Project Integration and Environment Maintenance,Rollback or Reversion,Rollback or Reversion,Closed
3151753047,feat,5741ff23be500c20ecdc18799eaa485d2ce76747,Feature Completion or Extension,Feature Completion or Extension,Feature Completion or Extension,Closed
3153218899,feat,36362801007a1841952df220a178f6a1f39368a4,Test and Validation Adjustment,Other,Test and Validation Adjustment,Closed
3157555145,feat,cf375689fbc2bf28da0c9ab7817e672c22d4e465,Functional Correctness Repair,Functional Correctness Repair,Functional Correctness Repair,Closed
3250552829,refactor,49e573f622e582c6bbfe6125cd781d34d61416e0,Functional Correctness Repair,Functional Correctness Repair,Functional Correctness Repair,Closed
3250552829,refactor,6221228391eeba5cac0a9ddb6a414d430cdb20cb,Functional Correctness Repair,Functional Correctness Repair,Functional Correctness Repair,Closed
